Note,Onset (ms),Offset (ms),Time_duration (ms),Score_duration,Time-Signature,Voice,Movement,Measure,Repeated
0,0,1857.5963718820863,1857.5963718820863,0,0,.,x,x,.
A4,1857.5963718820863,3041.814058956916,1184.2176870748299,1.0,3/4,x,1,1,0
D4,3041.814058956916,3808.0725623582766,766.2585034013605,0.5,3/4,B,1,2,0
D5,3808.0725623582766,4365.351473922902,557.2789115646256,0.5,3/4,x,1,2,0
C♯5,4365.351473922902,4806.530612244898,441.1791383219961,0.5,3/4,x,1,2,0
D5,4806.530612244898,5224.489795918367,417.95918367346894,0.5,3/4,x,1,2,0
F5,5224.489795918367,6013.9682539682535,789.4784580498863,0.5,3/4,x,1,2,0
D5,6013.9682539682535,6478.367346938776,464.39909297052236,0.5,3/4,x,1,2,0
B♭4,6478.367346938776,7012.426303854875,534.0589569160993,0.5,3/4,x,1,3,0
D5,7012.426303854875,7546.485260770975,534.0589569161002,0.5,3/4,x,1,3,0
C♯5,7546.485260770975,8010.884353741498,464.39909297052236,0.5,3/4,x,1,3,0
D5,8010.884353741498,8382.403628117914,371.51927437641643,0.5,3/4,x,1,3,0
F5,8382.403628117914,9009.342403628118,626.9387755102034,0.5,3/4,x,1,3,0
D5,9009.342403628118,9496.961451247165,487.6190476190477,0.5,3/4,x,1,3,0
F4,9496.961451247165,10031.020408163266,534.0589569161002,0.5,3/4,B,1,4,0
A5,10031.020408163266,10472.19954648526,441.1791383219952,0.5,3/4,x,1,4,0
G4,10472.19954648526,10936.598639455782,464.39909297052145,0.5,3/4,B,1,4,0
G5,10936.598639455782,11377.777777777777,441.1791383219952,0.5,3/4,x,1,4,0
A4,11377.777777777777,11726.07709750567,348.299319727892,0.25,3/4,B,1,4,0
G5,11726.07709750567,11958.27664399093,232.19954648526073,0.25,3/4,x,1,4,0
F5,11958.27664399093,12306.57596371882,348.2993197278902,0.25,3/4,x,1,4,0
E5,12306.57596371882,12561.995464852607,255.41950113378698,0.25,3/4,x,1,4,0
F5,12561.995464852607,12887.074829931973,325.07936507936574,0.125,3/4,x,1,5,0
E5,12887.074829931973,12910.2947845805,23.219954648526254,0.125,3/4,x,1,5,0
D5,12910.2947845805,14976.87074829932,2066.5759637188203,0.75,3/4,x,1,5,0
0,14976.87074829932,15836.009070294784,859.1383219954641,1.0,3/4,.,1,5,0
A4,15836.009070294784,16904.126984126986,1068.1179138322022,1.0,3/4,x,1,5,0
D4,16904.126984126986,17577.50566893424,673.3786848072523,0.5,3/4,B,1,6,0
D5,17577.50566893424,18088.344671201812,510.83900226757396,0.5,3/4,x,1,6,0
C♯5,18088.344671201812,18506.303854875285,417.9591836734726,0.5,3/4,x,1,6,0
D5,18506.303854875285,18901.043083900226,394.73922902494087,0.5,3/4,x,1,6,0
F5,18901.043083900226,19690.52154195011,789.4784580498854,0.5,3/4,x,1,6,0
D5,19690.52154195011,19992.38095238095,301.8594104308395,0.5,3/4,x,1,6,0
G4,19992.38095238095,20781.85941043084,789.478458049889,0.5,3/4,B,1,7,0
F5,20781.85941043084,21223.038548752837,441.179138321997,0.5,3/4,x,1,7,0
E5,21223.038548752837,21640.9977324263,417.9591836734653,0.5,3/4,x,1,7,0
D5,21640.9977324263,22105.396825396827,464.3990929705251,0.5,3/4,x,1,7,0
D6,22105.396825396827,22941.315192743765,835.9183673469379,0.5,3/4,x,1,7,0
F5,22941.315192743765,23150.2947845805,208.97959183673447,0.5,3/4,x,1,7,0
C5,23150.2947845805,23545.03401360544,394.73922902494087,0.25,3/4,x,1,8,0
D5,23545.03401360544,23661.133786848073,116.09977324263309,0.25,3/4,x,1,8,0
E5,23661.133786848073,23846.89342403628,185.7596371882064,0.25,3/4,x,1,8,0
F5,23846.89342403628,24032.65306122449,185.75963718821004,0.25,3/4,x,1,8,0
G5,24032.65306122449,24938.231292517004,905.5782312925148,0.5,3/4,x,1,8,0
F5,24938.231292517004,26749.38775510204,1811.156462585037,1.0,3/4,x,1,8,0
E5,26749.38775510204,26772.607709750566,23.219954648524435,0.5,3/4,x,1,8,0
F4,26772.607709750566,27910.385487528343,1137.7777777777774,0.5,3/4,B,1,9,0
E5,27910.385487528343,28351.56462585034,441.179138321997,0.5,3/4,x,1,9,0
D5,28351.56462585034,28815.96371882086,464.39909297052145,0.5,3/4,x,1,9,0
C5,28815.96371882086,29512.562358276642,696.5986394557804,0.5,3/4,x,1,9,0
C6,29512.562358276642,30000.18140589569,487.6190476190495,0.5,3/4,x,1,9,0
E5,30000.18140589569,30325.260770975055,325.0793650793639,0.5,3/4,x,1,9,0
B4,30325.260770975055,30603.900226757367,278.6394557823114,0.25,3/4,x,1,10,0
C5,30603.900226757367,30998.639455782315,394.73922902494814,0.25,3/4,x,1,10,0
D5,30998.639455782315,31137.95918367347,139.3197278911539,0.25,3/4,x,1,10,0
E5,31137.95918367347,31857.777777777777,719.8185941043084,0.25,3/4,x,1,10,0
F5,31857.777777777777,31973.877551020407,116.09977324262945,0.5,3/4,x,1,10,0
E5,31973.877551020407,34133.333333333336,2159.455782312929,1.0,3/4,x,1,10,0
D5,34133.333333333336,34156.55328798186,23.219954648520797,0.5,3/4,x,1,10,0
E4,34156.55328798186,35201.45124716553,1044.897959183676,0.5,3/4,B,1,11,0
D5,35201.45124716553,35712.29024943311,510.83900226757396,0.5,3/4,x,1,11,0
C5,35712.29024943311,36246.34920634921,534.058956916102,0.5,3/4,x,1,11,0
B4,36246.34920634921,37430.56689342404,1184.2176870748299,0.5,3/4,x,1,11,0
B5,37430.56689342404,37453.78684807256,23.219954648520797,0.5,3/4,x,1,11,0
D5,37453.78684807256,37941.40589569161,487.61904761905316,0.5,3/4,x,1,11,0
C5,37941.40589569161,38150.38548752834,208.97959183673083,0.125,3/4,x,1,12,0
B4,38150.38548752834,38266.485260770976,116.09977324263309,0.125,3/4,x,1,12,0
A4,38266.485260770976,39311.38321995465,1044.897959183676,0.75,3/4,x,1,12,0
D5,39311.38321995465,39473.92290249433,162.5396825396747,0.125,3/4,x,1,12,0
C5,39473.92290249433,39636.46258503401,162.53968253968196,0.125,3/4,x,1,12,0
B4,39636.46258503401,40565.26077097506,928.7981859410502,0.75,3/4,x,1,12,0
E5,40565.26077097506,40727.80045351474,162.53968253968196,0.125,3/4,x,1,12,0
D5,40727.80045351474,40820.680272108846,92.87981859410502,0.125,3/4,x,1,12,0
C5,40820.680272108846,42167.43764172335,1346.7573696145046,0.75,3/4,x,1,12,0
A5,42167.43764172335,45464.67120181405,3297.2335600907027,1.5,3/4,x,1,13,0
G5,45464.67120181405,45487.89115646259,23.21995464853535,0.25,3/4,x,1,13,0
F5,45487.89115646259,45580.77097505669,92.87981859409774,0.25,3/4,x,1,13,0
E5,45580.77097505669,45812.97052154195,232.19954648526618,0.25,3/4,x,1,13,0
D5,45812.97052154195,45998.73015873016,185.75963718821004,0.25,3/4,x,1,13,0
C5,45998.73015873016,46230.929705215414,232.19954648525163,0.25,3/4,x,1,13,0
B4,46230.929705215414,46463.12925170068,232.19954648526618,0.25,3/4,x,1,13,0
A4,46463.12925170068,47206.16780045351,743.0385487528329,0.5,3/4,x,1,14,0
D♯4,47206.16780045351,47856.32653061224,650.1587301587278,0.5,3/4,x,1,14,0
E4,47856.32653061224,49110.204081632655,1253.877551020414,1.0,3/4,x,1,14,0
B4,49110.204081632655,50874.920634920636,1764.7165532879808,1.0,3/4,x,1,14,0
A4,50874.920634920636,55170.61224489796,4295.6916099773225,2.0,3/4,x,1,15,0
A4,55170.61224489796,55193.83219954649,23.219954648528073,1.0,3/4,x,1,1,1
D4,55193.83219954649,55379.5918367347,185.75963718821004,0.5,3/4,B,1,2,1
D5,55379.5918367347,56238.730158730155,859.1383219954587,0.5,3/4,x,1,2,1
C♯5,56238.730158730155,56772.789115646265,534.0589569161093,0.5,3/4,x,1,2,1
D5,56772.789115646265,57144.30839002267,371.5192743764055,0.5,3/4,x,1,2,1
F5,57144.30839002267,57771.24716553288,626.938775510207,0.5,3/4,x,1,2,1
D5,57771.24716553288,58212.426303854874,441.179138321997,0.5,3/4,x,1,2,1
B♭4,58212.426303854874,58676.8253968254,464.3990929705251,0.5,3/4,x,1,3,1
D5,58676.8253968254,59071.56462585034,394.73922902494087,0.5,3/4,x,1,3,1
C♯5,59071.56462585034,59443.08390022676,371.51927437642007,0.5,3/4,x,1,3,1
D5,59443.08390022676,60000.36281179138,557.2789115646228,0.5,3/4,x,1,3,1
F5,60000.36281179138,61254.24036281179,1253.8775510204068,0.5,3/4,x,1,3,1
D5,61254.24036281179,61718.639455782315,464.3990929705251,0.5,3/4,x,1,3,1
F4,61718.639455782315,62229.47845804989,510.83900226757396,0.5,3/4,B,1,4,1
A5,62229.47845804989,62647.43764172336,417.95918367346894,0.5,3/4,x,1,4,1
G4,62647.43764172336,63088.61678004535,441.17913832198974,0.5,3/4,B,1,4,1
G5,63088.61678004535,63506.575963718824,417.9591836734762,0.5,3/4,x,1,4,1
A4,63506.575963718824,63761.99546485261,255.41950113378698,0.25,3/4,B,1,4,1
G5,63761.99546485261,64063.854875283454,301.8594104308431,0.25,3/4,x,1,4,1
F5,64063.854875283454,64597.91383219955,534.0589569160948,0.25,3/4,x,1,4,1
E5,64597.91383219955,64806.89342403627,208.97959183672356,0.25,3/4,x,1,4,1
F5,64806.89342403627,65085.5328798186,278.6394557823296,0.125,3/4,x,1,5,1
E5,65085.5328798186,65155.19274376417,69.65986394556967,0.125,3/4,x,1,5,1
D5,65155.19274376417,65178.4126984127,23.219954648528073,0.75,3/4,x,1,5,1
0,65178.4126984127,67361.08843537414,2182.6757369614425,1.0,3/4,.,1,5,1
A4,67361.08843537414,68382.7664399093,1021.6780045351625,1.0,3/4,x,1,5,1
D4,68382.7664399093,68986.48526077098,603.7188208616717,0.5,3/4,B,1,6,1
D5,68986.48526077098,69474.10430839003,487.61904761905316,0.5,3/4,x,1,6,1
C♯5,69474.10430839003,70031.38321995465,557.2789115646156,0.5,3/4,x,1,6,1
D5,70031.38321995465,70402.90249433107,371.51927437642007,0.5,3/4,x,1,6,1
F5,70402.90249433107,71145.94104308389,743.0385487528256,0.5,3/4,x,1,6,1
D5,71145.94104308389,71563.90022675737,417.9591836734762,0.5,3/4,x,1,6,1
G4,71563.90022675737,72121.179138322,557.2789115646301,0.5,3/4,B,1,7,1
F5,72121.179138322,72608.79818594104,487.6190476190386,0.5,3/4,x,1,7,1
E5,72608.79818594104,72980.31746031747,371.5192743764346,0.5,3/4,x,1,7,1
D5,72980.31746031747,73491.15646258504,510.83900226757396,0.5,3/4,x,1,7,1
D6,73491.15646258504,74373.51473922902,882.3582766439795,0.5,3/4,x,1,7,1
F5,74373.51473922902,74628.93424036281,255.41950113378698,0.5,3/4,x,1,7,1
C5,74628.93424036281,74930.79365079364,301.8594104308286,0.25,3/4,x,1,8,1
D5,74930.79365079364,75139.77324263038,208.97959183674539,0.25,3/4,x,1,8,1
E5,75139.77324263038,75348.75283446712,208.97959183673083,0.25,3/4,x,1,8,1
F5,75348.75283446712,75557.73242630386,208.97959183674539,0.25,3/4,x,1,8,1
G5,75557.73242630386,76370.43083900226,812.6984126984025,0.5,3/4,x,1,8,1
F5,76370.43083900226,78437.00680272108,2066.5759637188166,1.0,3/4,x,1,8,1
E5,78437.00680272108,78460.22675736962,23.21995464853535,0.5,3/4,x,1,8,1
F4,78460.22675736962,79714.10430839001,1253.8775510203996,0.5,3/4,B,1,9,1
E5,79714.10430839001,80201.72335600907,487.61904761905316,0.5,3/4,x,1,9,1
D5,80201.72335600907,80689.34240362812,487.61904761905316,0.5,3/4,x,1,9,1
C5,80689.34240362812,81130.52154195012,441.179138321997,0.5,3/4,x,1,9,1
C6,81130.52154195012,81827.1201814059,696.598639455784,0.5,3/4,x,1,9,1
E5,81827.1201814059,82198.63945578231,371.5192743764055,0.5,3/4,x,1,9,1
B4,82198.63945578231,82454.0589569161,255.41950113378698,0.25,3/4,x,1,10,1
C5,82454.0589569161,82639.81859410432,185.7596371882246,0.25,3/4,x,1,10,1
D5,82639.81859410432,82779.13832199546,139.31972789113934,0.25,3/4,x,1,10,1
E5,82779.13832199546,83080.9977324263,301.8594104308431,0.25,3/4,x,1,10,1
F5,83080.9977324263,83800.8163265306,719.8185941043048,0.5,3/4,x,1,10,1
E5,83800.8163265306,85170.79365079365,1369.9773242630472,1.0,3/4,x,1,10,1
D5,85170.79365079365,85751.2925170068,580.4988662131509,0.5,3/4,x,1,10,1
E4,85751.2925170068,86517.55102040817,766.2585034013609,0.5,3/4,B,1,11,1
D5,86517.55102040817,87005.17006802722,487.61904761905316,0.5,3/4,x,1,11,1
C5,87005.17006802722,87539.22902494331,534.0589569160948,0.5,3/4,x,1,11,1
B4,87539.22902494331,87864.30839002268,325.0793650793639,0.5,3/4,x,1,11,1
B5,87864.30839002268,88885.98639455783,1021.6780045351479,0.5,3/4,x,1,11,1
D5,88885.98639455783,89211.06575963719,325.0793650793639,0.5,3/4,x,1,11,1
C5,89211.06575963719,89373.60544217686,162.5396825396747,0.125,3/4,x,1,12,1
B4,89373.60544217686,89512.92517006803,139.31972789116844,0.125,3/4,x,1,12,1
A4,89512.92517006803,90395.28344671201,882.3582766439795,0.75,3/4,x,1,12,1
D5,90395.28344671201,90534.60317460318,139.31972789116844,0.125,3/4,x,1,12,1
C5,90534.60317460318,90743.58276643991,208.97959183673083,0.125,3/4,x,1,12,1
B4,90743.58276643991,91672.38095238095,928.7981859410356,0.75,3/4,x,1,12,1
E5,91672.38095238095,91695.60090702947,23.219954648520797,0.125,3/4,x,1,12,1
D5,91695.60090702947,91811.70068027212,116.09977324264764,0.125,3/4,x,1,12,1
C5,91811.70068027212,93344.21768707484,1532.5170068027219,0.75,3/4,x,1,12,1
A5,93344.21768707484,96014.51247165533,2670.2947845804883,1.5,3/4,x,1,13,1
G5,96014.51247165533,96084.17233560092,69.6598639455915,0.25,3/4,x,1,13,1
