Note,Onset (ms),Offset (ms),Time_duration (ms),Score_duration,Time-Signature,Voice,Movement,Measure,Repeated
0,0,1671.8367346938776,1671.8367346938776,0,0,.,x,x,.
A4,1671.8367346938776,3018.5941043083903,1346.7573696145128,1.0,3/4,x,1,1,0
D4,3018.5941043083903,3041.814058956916,23.2199546485258,0.5,3/4,B,1,2,0
D5,3041.814058956916,4249.251700680272,1207.4376417233557,0.5,3/4,x,1,2,0
C♯5,4249.251700680272,4620.770975056689,371.51927437641734,0.5,3/4,x,1,2,0
D5,4620.770975056689,5038.730158730159,417.95918367346985,0.5,3/4,x,1,2,0
F5,5038.730158730159,5201.269841269841,162.53968253968196,0.5,3/4,x,1,2,0
D5,5201.269841269841,5921.088435374149,719.8185941043084,0.5,3/4,x,1,2,0
B♭4,5921.088435374149,6524.8072562358275,603.7188208616781,0.5,3/4,x,1,3,0
D5,6524.8072562358275,6873.106575963719,348.2993197278911,0.5,3/4,x,1,3,0
C♯5,6873.106575963719,7291.065759637188,417.95918367346985,0.5,3/4,x,1,3,0
D5,7291.065759637188,7639.3650793650795,348.2993197278911,0.5,3/4,x,1,3,0
F5,7639.3650793650795,8034.104308390022,394.7392290249427,0.5,3/4,x,1,3,0
D5,8034.104308390022,8568.163265306122,534.0589569161002,0.5,3/4,x,1,3,0
F4,8568.163265306122,8986.122448979591,417.95918367346894,0.5,3/4,B,1,4,0
A5,8986.122448979591,9357.64172335601,371.51927437641825,0.5,3/4,x,1,4,0
G4,9357.64172335601,9729.160997732426,371.51927437641643,0.5,3/4,B,1,4,0
G5,9729.160997732426,10054.240362811792,325.07936507936574,0.5,3/4,x,1,4,0
A4,10054.240362811792,10286.43990929705,232.1995464852589,0.25,3/4,B,1,4,0
G5,10286.43990929705,10541.859410430838,255.41950113378698,0.25,3/4,x,1,4,0
F5,10541.859410430838,10727.619047619048,185.75963718821004,0.25,3/4,x,1,4,0
E5,10727.619047619048,11075.918367346938,348.2993197278902,0.25,3/4,x,1,4,0
F5,11075.918367346938,11122.358276643992,46.43990929705433,0.125,3/4,x,1,5,0
E5,11122.358276643992,11238.45804988662,116.09977324262763,0.125,3/4,x,1,5,0
D5,11238.45804988662,12306.57596371882,1068.1179138322004,0.75,3/4,x,1,5,0
0,12306.57596371882,13119.274376417234,812.6984126984134,1.0,3/4,.,1,5,0
A4,13119.274376417234,14140.952380952382,1021.6780045351479,1.0,3/4,x,1,5,0
D4,14140.952380952382,14164.172335600908,23.219954648526254,0.5,3/4,B,1,6,0
D5,14164.172335600908,15278.730158730159,1114.5578231292511,0.5,3/4,x,1,6,0
C♯5,15278.730158730159,15650.249433106575,371.51927437641643,0.5,3/4,x,1,6,0
D5,15650.249433106575,16068.208616780044,417.95918367346894,0.5,3/4,x,1,6,0
F5,16068.208616780044,16323.628117913831,255.41950113378698,0.5,3/4,x,1,6,0
D5,16323.628117913831,16950.566893424035,626.9387755102034,0.5,3/4,x,1,6,0
G4,16950.566893424035,17414.96598639456,464.3990929705251,0.5,3/4,B,1,7,0
F5,17414.96598639456,17856.145124716553,441.1791383219934,0.5,3/4,x,1,7,0
E5,17856.145124716553,18274.104308390022,417.95918367346894,0.5,3/4,x,1,7,0
