Note,Onset (ms),Offset (ms),Time_duration (ms),Score_duration,Time-Signature,Voice,Movement,Measure,Repeated
0,0,534.0589569160998,534.0589569160998,0,0,.,x,x,.
A4,534.0589569160998,1695.0566893424036,1160.9977324263039,1.0,3/4,x,1,1,0
D4,1695.0566893424036,2205.8956916099773,510.83900226757373,0.5,3/4,B,1,2,0
D5,2205.8956916099773,2623.8548752834467,417.9591836734694,0.5,3/4,x,1,2,0
C♯5,2623.8548752834467,2995.374149659864,371.51927437641734,0.5,3/4,x,1,2,0
D5,2995.374149659864,3366.8934240362814,371.51927437641734,0.5,3/4,x,1,2,0
F5,3366.8934240362814,3831.2925170068024,464.399092970521,0.5,3/4,x,1,2,0
D5,3831.2925170068024,4226.0317460317465,394.73922902494405,0.5,3/4,x,1,2,0
B♭4,4226.0317460317465,4667.210884353741,441.1791383219943,0.5,3/4,x,1,3,0
D5,4667.210884353741,5108.390022675737,441.1791383219961,0.5,3/4,x,1,3,0
C♯5,5108.390022675737,5456.689342403628,348.2993197278911,0.5,3/4,x,1,3,0
D5,5456.689342403628,5828.208616780046,371.51927437641825,0.5,3/4,x,1,3,0
F5,5828.208616780046,6292.607709750567,464.39909297052054,0.5,3/4,x,1,3,0
D5,6292.607709750567,6826.666666666667,534.0589569161002,0.5,3/4,x,1,3,0
F4,6826.666666666667,7360.725623582766,534.0589569160993,0.5,3/4,B,1,4,0
A5,7360.725623582766,7848.344671201814,487.6190476190477,0.5,3/4,x,1,4,0
G4,7848.344671201814,8335.963718820862,487.6190476190477,0.5,3/4,B,1,4,0
G5,8335.963718820862,8777.142857142857,441.1791383219952,0.5,3/4,x,1,4,0
A4,8777.142857142857,8962.902494331067,185.75963718821004,0.25,3/4,B,1,4,0
G5,8962.902494331067,9264.761904761905,301.85941043083767,0.25,3/4,x,1,4,0
F5,9264.761904761905,9473.741496598639,208.97959183673447,0.25,3/4,x,1,4,0
E5,9473.741496598639,9682.721088435374,208.97959183673447,0.25,3/4,x,1,4,0
F5,9682.721088435374,9775.600907029479,92.87981859410502,0.125,3/4,x,1,5,0
E5,9775.600907029479,9914.920634920636,139.31972789115753,0.125,3/4,x,1,5,0
D5,9914.920634920636,11168.798185941043,1253.8775510204068,0.75,3/4,x,1,5,0
0,11168.798185941043,11911.836734693878,743.0385487528347,1.0,3/4,.,1,5,0
A4,11911.836734693878,13049.614512471655,1137.7777777777774,1.0,3/4,x,1,5,0
D4,13049.614512471655,13281.814058956916,232.19954648526073,0.5,3/4,B,1,6,0
D5,13281.814058956916,13746.213151927437,464.39909297052145,0.5,3/4,x,1,6,0
C♯5,13746.213151927437,14094.512471655327,348.2993197278902,0.5,3/4,x,1,6,0
D5,14094.512471655327,14442.81179138322,348.299319727892,0.5,3/4,x,1,6,0
F5,14442.81179138322,14883.990929705215,441.1791383219952,0.5,3/4,x,1,6,0
D5,14883.990929705215,15301.950113378683,417.95918367346894,0.5,3/4,x,1,6,0
G4,15301.950113378683,15789.569160997733,487.6190476190495,0.5,3/4,B,1,7,0
F5,15789.569160997733,16230.748299319728,441.1791383219952,0.5,3/4,x,1,7,0
E5,16230.748299319728,16602.267573696146,371.51927437641825,0.5,3/4,x,1,7,0
D5,16602.267573696146,17066.666666666668,464.39909297052145,0.5,3/4,x,1,7,0
D6,17066.666666666668,17391.74603174603,325.0793650793639,0.5,3/4,x,1,7,0
F5,17391.74603174603,17949.02494331066,557.2789115646265,0.5,3/4,x,1,7,0
C5,17949.02494331066,18041.90476190476,92.87981859410138,0.25,3/4,x,1,8,0
D5,18041.90476190476,18181.22448979592,139.31972789116116,0.25,3/4,x,1,8,0
E5,18181.22448979592,18390.20408163265,208.97959183673083,0.25,3/4,x,1,8,0
F5,18390.20408163265,18622.403628117914,232.19954648526254,0.25,3/4,x,1,8,0
G5,18622.403628117914,19040.362811791383,417.95918367346894,0.5,3/4,x,1,8,0
F5,19040.362811791383,19876.28117913832,835.9183673469379,1.0,3/4,x,1,8,0
E5,19876.28117913832,20363.90022675737,487.6190476190495,0.5,3/4,x,1,8,0
F4,20363.90022675737,21037.278911564626,673.3786848072559,0.5,3/4,B,1,9,0
E5,21037.278911564626,21594.55782312925,557.2789115646228,0.5,3/4,x,1,9,0
D5,21594.55782312925,21919.637188208617,325.07936507936756,0.5,3/4,x,1,9,0
C5,21919.637188208617,22244.716553287984,325.07936507936756,0.5,3/4,x,1,9,0
C6,22244.716553287984,22709.115646258502,464.3990929705178,0.5,3/4,x,1,9,0
E5,22709.115646258502,23103.854875283447,394.7392290249445,0.5,3/4,x,1,9,0
B4,23103.854875283447,23336.05442176871,232.19954648526254,0.25,3/4,x,1,10,0
C5,23336.05442176871,23475.374149659863,139.3197278911539,0.25,3/4,x,1,10,0
D5,23475.374149659863,23614.69387755102,139.31972789115753,0.25,3/4,x,1,10,0
E5,23614.69387755102,23800.453514739227,185.7596371882064,0.25,3/4,x,1,10,0
F5,23800.453514739227,24264.852607709752,464.3990929705251,0.5,3/4,x,1,10,0
E5,24264.852607709752,25031.111111111113,766.2585034013609,1.0,3/4,x,1,10,0
D5,25031.111111111113,25472.290249433107,441.1791383219934,0.5,3/4,x,1,10,0
E4,25472.290249433107,26145.668934240362,673.3786848072559,0.5,3/4,B,1,11,0
D5,26145.668934240362,26656.507936507936,510.83900226757396,0.5,3/4,x,1,11,0
C5,26656.507936507936,26911.927437641723,255.41950113378698,0.5,3/4,x,1,11,0
B4,26911.927437641723,27306.666666666668,394.7392290249445,0.5,3/4,x,1,11,0
B5,27306.666666666668,27724.625850340137,417.95918367346894,0.5,3/4,x,1,11,0
D5,27724.625850340137,28258.68480725624,534.058956916102,0.5,3/4,x,1,11,0
C5,28258.68480725624,28281.904761904763,23.219954648524435,0.125,3/4,x,1,12,0
B4,28281.904761904763,28421.224489795917,139.3197278911539,0.125,3/4,x,1,12,0
