Note,Onset (ms),Offset (ms),Time_duration (ms),Score_duration,Time-Signature,Voice,Movement,Measure,Repeated
0,0,417.9591836734694,417.9591836734694,0,0,.,x,x,.
G4,417.9591836734694,696.5986394557823,278.6394557823129,0.25,4/4,b,1,1,0
B4,696.5986394557823,905.578231292517,208.9795918367347,0.25,4/4,x,1,1,0
D5,905.578231292517,1021.6780045351475,116.09977324263048,0.25,4/4,x,1,1,0
B4,1021.6780045351475,1160.9977324263039,139.3197278911564,0.25,4/4,x,1,1,0
D5,1160.9977324263039,1253.8775510204082,92.87981859410434,0.25,4/4,x,1,1,0
B4,1253.8775510204082,1369.9773242630386,116.09977324263036,0.25,4/4,x,1,1,0
D5,1369.9773242630386,1486.077097505669,116.09977324263036,0.25,4/4,x,1,1,0
B4,1486.077097505669,1602.1768707482993,116.09977324263036,0.25,4/4,x,1,1,0
G4,1602.1768707482993,1741.4965986394557,139.3197278911564,0.25,4/4,b,1,1,0
C5,1741.4965986394557,1904.0362811791383,162.53968253968264,0.25,4/4,x,1,1,0
E5,1904.0362811791383,1996.9160997732426,92.87981859410434,0.25,4/4,x,1,1,0
C5,1996.9160997732426,2113.0158730158732,116.09977324263059,0.25,4/4,x,1,1,0
E5,2113.0158730158732,2205.8956916099773,92.87981859410411,0.25,4/4,x,1,1,0
C5,2205.8956916099773,2345.215419501134,139.31972789115662,0.25,4/4,x,1,1,0
E5,2345.215419501134,2391.655328798186,46.439909297052054,0.25,4/4,x,1,1,0
C5,2391.655328798186,2507.7551020408164,116.09977324263036,0.25,4/4,x,1,1,0
G4,2507.7551020408164,2623.8548752834467,116.09977324263036,0.25,4/4,b,1,2,0
B4,2623.8548752834467,2763.1746031746034,139.31972789115662,0.25,4/4,x,1,2,0
D5,2763.1746031746034,2832.834467120181,69.65986394557785,0.25,4/4,x,1,2,0
B4,2832.834467120181,2948.934240362812,116.09977324263082,0.25,4/4,x,1,2,0
G4,2948.934240362812,3065.0340136054424,116.09977324263036,0.25,4/4,B,1,2,0
D5,3065.0340136054424,3157.9138321995465,92.87981859410411,0.25,4/4,x,1,2,0
G5,3157.9138321995465,3274.013605442177,116.09977324263036,0.25,4/4,x,1,2,0
D5,3274.013605442177,3366.8934240362814,92.87981859410456,0.25,4/4,x,1,2,0
G4,3366.8934240362814,3506.2131519274376,139.31972789115616,0.25,4/4,b,1,2,0
B4,3506.2131519274376,3622.312925170068,116.09977324263036,0.25,4/4,x,1,2,0
D5,3622.312925170068,3668.7528344671205,46.43990929705251,0.25,4/4,x,1,2,0
B4,3668.7528344671205,3808.0725623582766,139.31972789115616,0.25,4/4,x,1,2,0
G4,3808.0725623582766,3900.9523809523807,92.87981859410411,0.25,4/4,b,1,2,0
C5,3900.9523809523807,4040.272108843538,139.31972789115707,0.25,4/4,x,1,2,0
E5,4040.272108843538,4109.931972789115,69.6598639455774,0.25,4/4,x,1,2,0
C5,4109.931972789115,4226.0317460317465,116.09977324263127,0.25,4/4,x,1,2,0
G4,4226.0317460317465,4318.91156462585,92.8798185941032,0.25,4/4,b,1,3,0
B4,4318.91156462585,4458.231292517006,139.31972789115662,0.25,4/4,x,1,3,0
D5,4458.231292517006,4527.891156462585,69.65986394557876,0.25,4/4,x,1,3,0
B4,4527.891156462585,4643.990929705215,116.09977324263036,0.25,4/4,x,1,3,0
G4,4643.990929705215,4783.310657596372,139.31972789115662,0.25,4/4,B,1,3,0
D5,4783.310657596372,4876.190476190477,92.87981859410502,0.25,4/4,x,1,3,0
G5,4876.190476190477,4969.07029478458,92.8798185941032,0.25,4/4,x,1,3,0
D5,4969.07029478458,5061.950113378684,92.87981859410411,0.25,4/4,x,1,3,0
G4,5061.950113378684,5201.269841269841,139.31972789115662,0.25,4/4,b,1,3,0
B4,5201.269841269841,5317.369614512471,116.09977324263036,0.25,4/4,x,1,3,0
D5,5317.369614512471,5387.02947845805,69.65986394557876,0.25,4/4,x,1,3,0
B4,5387.02947845805,5503.1292517006805,116.09977324263036,0.25,4/4,x,1,3,0
G4,5503.1292517006805,5596.009070294785,92.87981859410411,0.25,4/4,b,1,3,0
C5,5596.009070294785,5735.328798185941,139.31972789115662,0.25,4/4,x,1,3,0
E5,5735.328798185941,5804.988662131519,69.65986394557785,0.25,4/4,x,1,3,0
C5,5804.988662131519,5921.088435374149,116.09977324263036,0.25,4/4,x,1,3,0
G4,5921.088435374149,6037.188208616781,116.09977324263127,0.25,4/4,b,1,4,0
B4,6037.188208616781,6130.068027210885,92.87981859410411,0.25,4/4,x,1,4,0
D5,6130.068027210885,6222.947845804988,92.8798185941032,0.25,4/4,x,1,4,0
B4,6222.947845804988,6362.267573696145,139.31972789115662,0.25,4/4,x,1,4,0
F♯4,6362.267573696145,6478.367346938776,116.09977324263127,0.25,4/4,x,1,4,0
A4,6478.367346938776,6571.247165532879,92.8798185941032,0.25,4/4,x,1,4,0
C5,6571.247165532879,6664.126984126984,92.87981859410502,0.25,4/4,x,1,4,0
A4,6664.126984126984,6780.2267573696145,116.09977324263036,0.25,4/4,x,1,4,0
G4,6780.2267573696145,6942.766439909297,162.53968253968287,0.25,4/4,x,1,4,0
A4,6942.766439909297,7058.866213151928,116.09977324263036,0.25,4/4,x,1,4,0
B4,7058.866213151928,7825.124716553288,766.25850340136,0.5,4/4,x,1,4,0
0,7825.124716553288,8173.42403628118,348.299319727892,1.0,4/4,.,1,4,0
D5,8173.42403628118,8405.62358276644,232.19954648526073,0.25,4/4,b,1,5,0
