Note,Onset (ms),Offset (ms),Time_duration (ms),Score_duration,Time-Signature,Voice,Movement,Measure,Repeated
0,0,301.85941043083903,301.85941043083903,0,0,.,x,x,.
A4,301.85941043083903,1741.4965986394557,1439.6371882086166,1.0,3/4,x,1,1,0
C5,1741.4965986394557,3343.673469387755,1602.1768707482995,1.0,3/4,x,1,1,0
E5,3343.673469387755,4899.410430839002,1555.7369614512472,1.0,3/4,x,1,1,0
F4,4899.410430839002,6919.546485260771,2020.1360544217687,1.0,3/4,x,1,2,0
0,6919.546485260771,6942.766439909297,23.219954648526254,0.25,3/4,.,1,2,0
E5,6942.766439909297,7244.625850340136,301.8594104308386,0.25,3/4,x,1,2,0
D5,7244.625850340136,7476.825396825398,232.19954648526164,0.25,3/4,x,1,2,0
C♯5,7476.825396825398,7801.9047619047615,325.0793650793639,0.25,3/4,x,1,2,0
D5,7801.9047619047615,8080.544217687076,278.63945578231414,0.25,3/4,x,1,2,0
F5,8080.544217687076,8289.52380952381,208.97959183673356,0.25,3/4,x,1,2,0
A5,8289.52380952381,8591.383219954649,301.8594104308395,0.25,3/4,x,1,2,0
D6,8591.383219954649,9148.662131519273,557.2789115646247,0.25,3/4,x,1,2,0
G4,9148.662131519273,10448.979591836734,1300.3174603174612,1.0,3/4,x,1,3,0
B4,10448.979591836734,11702.857142857143,1253.8775510204086,1.0,3/4,x,1,3,0
D5,11702.857142857143,13096.054421768707,1393.1972789115644,1.0,3/4,x,1,3,0
E4,13096.054421768707,15139.410430839001,2043.356009070294,1.0,3/4,x,1,4,0
0,15139.410430839001,15162.630385487528,23.219954648526254,0.25,3/4,.,1,4,0
D5,15162.630385487528,15510.92970521542,348.299319727892,0.25,3/4,x,1,4,0
C5,15510.92970521542,15789.569160997733,278.63945578231323,0.25,3/4,x,1,4,0
B4,15789.569160997733,16068.208616780044,278.6394557823114,0.25,3/4,x,1,4,0
C5,16068.208616780044,16393.28798185941,325.0793650793639,0.25,3/4,x,1,4,0
E5,16393.28798185941,16602.267573696146,208.9795918367381,0.25,3/4,x,1,4,0
G5,16602.267573696146,16857.687074829933,255.41950113378698,0.25,3/4,x,1,4,0
C6,16857.687074829933,17391.74603174603,534.0589569160984,0.25,3/4,x,1,4,0
F4,17391.74603174603,18622.403628117914,1230.6575963718824,1.0,3/4,x,1,5,0
A4,18622.403628117914,19829.841269841272,1207.437641723358,1.0,3/4,x,1,5,0
C5,19829.841269841272,21199.81859410431,1369.9773242630363,1.0,3/4,x,1,5,0
D4,21199.81859410431,22337.596371882086,1137.7777777777774,0.25,3/4,x,1,6,0
C5,22337.596371882086,22685.895691609978,348.299319727892,0.25,3/4,x,1,6,0
B4,22685.895691609978,22941.315192743765,255.41950113378698,0.25,3/4,x,1,6,0
A4,22941.315192743765,23219.954648526076,278.6394557823114,0.25,3/4,x,1,6,0
C5,23219.954648526076,23777.233560090703,557.2789115646265,0.25,3/4,x,1,6,0
A4,23777.233560090703,24148.752834467123,371.51927437642007,0.25,3/4,x,1,6,0
G♯4,24148.752834467123,24427.392290249434,278.6394557823114,0.25,3/4,x,1,6,0
A4,24427.392290249434,24659.591836734693,232.1995464852589,0.25,3/4,x,1,6,0
G♯4,24659.591836734693,24915.01133786848,255.41950113378698,0.25,3/4,x,1,6,0
A4,24915.01133786848,25100.77097505669,185.75963718821004,0.25,3/4,x,1,6,0
G♯4,25100.77097505669,25309.750566893425,208.97959183673447,0.25,3/4,x,1,6,0
