Note,Onset (ms),Offset (ms),Time_duration (ms),Score_duration,Time-Signature,Voice,Movement,Measure,Repeated
0,0,371.51927437641723,371.51927437641723,0,0,.,x,x,.
A4,371.51927437641723,1811.156462585034,1439.6371882086169,1.25,4/4,x,1,1,0
B4,1811.156462585034,2043.356009070295,232.19954648526095,0.25,4/4,x,1,1,0
A4,2043.356009070295,2182.675736961451,139.31972789115616,0.25,4/4,x,1,1,0
E4,2182.675736961451,2298.7755102040815,116.09977324263036,0.25,4/4,x,1,1,0
A4,2298.7755102040815,2530.975056689342,232.19954648526073,0.25,4/4,x,1,1,0
C♯5,2530.975056689342,2693.514739229025,162.53968253968287,0.25,4/4,x,1,1,0
A4,2693.514739229025,2786.394557823129,92.87981859410411,0.25,4/4,x,1,1,0
E4,2786.394557823129,2856.0544217687075,69.65986394557831,0.25,4/4,x,1,1,0
A4,2856.0544217687075,3041.814058956916,185.75963718820867,0.25,4/4,x,1,1,0
B4,3041.814058956916,3181.1337868480723,139.31972789115616,0.25,4/4,x,1,1,0
A4,3181.1337868480723,3297.233560090703,116.09977324263082,0.25,4/4,x,1,1,0
E4,3297.233560090703,3390.1133786848072,92.87981859410411,0.25,4/4,x,1,1,0
A4,3390.1133786848072,3529.433106575964,139.31972789115662,0.25,4/4,x,1,2,0
C♯5,3529.433106575964,3599.092970521542,69.65986394557831,0.25,4/4,x,1,2,0
A4,3599.092970521542,3831.2925170068024,232.19954648526027,0.25,4/4,x,1,2,0
E4,3831.2925170068024,3877.732426303855,46.43990929705251,0.25,4/4,x,1,2,0
A4,3877.732426303855,4086.71201814059,208.97959183673493,0.25,4/4,x,1,2,0
E5,4086.71201814059,4133.151927437642,46.43990929705251,0.25,4/4,x,1,2,0
A4,4133.151927437642,4318.91156462585,185.7596371882073,0.25,4/4,x,1,2,0
E4,4318.91156462585,4435.011337868481,116.09977324263127,0.25,4/4,x,1,2,0
A4,4435.011337868481,4783.310657596372,348.2993197278911,0.25,4/4,x,1,2,0
E5,4783.310657596372,4945.850340136055,162.53968253968287,0.25,4/4,x,1,2,0
F♯5,4945.850340136055,5061.950113378684,116.09977324262945,0.25,4/4,x,1,2,0
D5,5061.950113378684,5224.489795918367,162.53968253968287,0.25,4/4,x,1,2,0
E5,5224.489795918367,5317.369614512471,92.87981859410411,0.25,4/4,x,1,2,0
C♯5,5317.369614512471,5456.689342403628,139.31972789115662,0.25,4/4,x,1,2,0
D5,5456.689342403628,5549.569160997732,92.87981859410411,0.25,4/4,x,1,2,0
B4,5549.569160997732,5665.668934240362,116.09977324263036,0.25,4/4,x,1,2,0
C♯5,5665.668934240362,5897.868480725624,232.19954648526164,0.25,4/4,x,1,3,0
E5,5897.868480725624,5944.308390022676,46.4399092970516,0.25,4/4,x,1,3,0
F♯5,5944.308390022676,6037.188208616781,92.87981859410502,0.25,4/4,x,1,3,0
D5,6037.188208616781,6199.727891156463,162.53968253968196,0.25,4/4,x,1,3,0
E5,6199.727891156463,6269.3877551020405,69.65986394557785,0.25,4/4,x,1,3,0
C♯5,6269.3877551020405,6501.587301587301,232.19954648526073,0.25,4/4,x,1,3,0
D5,6501.587301587301,6524.8072562358275,23.219954648526254,0.25,4/4,x,1,3,0
B4,6524.8072562358275,6594.467120181406,69.65986394557876,0.25,4/4,x,1,3,0
C♯5,6594.467120181406,6849.886621315192,255.41950113378607,0.25,4/4,x,1,3,0
A4,6849.886621315192,6965.986394557823,116.09977324263036,0.25,4/4,x,1,3,0
B4,6965.986394557823,7105.306122448979,139.31972789115662,0.25,4/4,x,1,3,0
C♯5,7105.306122448979,7291.065759637188,185.75963718820913,0.25,4/4,x,1,3,0
D5,7291.065759637188,7383.9455782312925,92.87981859410411,0.25,4/4,x,1,3,0
E5,7383.9455782312925,7430.385487528345,46.43990929705251,0.25,4/4,x,1,3,0
F♯5,7430.385487528345,7546.485260770975,116.09977324263036,0.25,4/4,x,1,3,0
G♯5,7546.485260770975,7662.585034013605,116.09977324262945,0.25,4/4,x,1,3,0
A5,7662.585034013605,7894.7845804988665,232.19954648526164,0.25,4/4,x,1,4,0
E5,7894.7845804988665,7964.444444444444,69.65986394557785,0.25,4/4,x,1,4,0
C♯5,7964.444444444444,8103.764172335602,139.31972789115753,0.25,4/4,x,1,4,0
A4,8103.764172335602,8196.643990929704,92.87981859410229,0.25,4/4,x,1,4,0
A5,8196.643990929704,8382.403628117914,185.75963718821004,0.25,4/4,x,1,4,0
E5,8382.403628117914,8428.843537414967,46.43990929705251,0.25,4/4,x,1,4,0
C♯5,8428.843537414967,8568.163265306122,139.3197278911557,0.25,4/4,x,1,4,0
A4,8568.163265306122,8684.263038548754,116.09977324263127,0.25,4/4,x,1,4,0
A5,8684.263038548754,9079.002267573696,394.7392290249427,0.5,4/4,x,1,4,0
A4,9079.002267573696,9961.360544217687,882.3582766439904,0.5,4/4,B,1,4,0
0,9961.360544217687,11145.578231292517,1184.2176870748299,1.0,4/4,.,1,4,0
