Note,Onset (ms),Offset (ms),Time_duration (ms),Score_duration,Time-Signature,Voice,Movement,Measure,Repeated
0,0,15975.328798185941,15975.328798185941,0,0,.,x,x,.
A4,15975.328798185941,17298.866213151927,1323.5374149659856,1.25,4/4,x,1,1,0
B4,17298.866213151927,17531.065759637186,232.1995464852589,0.25,4/4,x,1,1,0
A4,17531.065759637186,17786.485260770973,255.41950113378698,0.25,4/4,x,1,1,0
E4,17786.485260770973,17879.36507936508,92.87981859410866,0.25,4/4,x,1,1,0
A4,17879.36507936508,18227.66439909297,348.29931972788836,0.25,4/4,x,1,1,0
C♯5,18227.66439909297,18320.544217687075,92.87981859410502,0.25,4/4,x,1,1,0
A4,18320.544217687075,18645.62358276644,325.0793650793639,0.25,4/4,x,1,1,0
E4,18645.62358276644,18668.843537414963,23.219954648524435,0.25,4/4,x,1,1,0
A4,18668.843537414963,18993.92290249433,325.07936507936756,0.25,4/4,x,1,1,0
B4,18993.92290249433,19156.462585034013,162.53968253968196,0.25,4/4,x,1,1,0
A4,19156.462585034013,19388.662131519275,232.19954648526254,0.25,4/4,x,1,1,0
E4,19388.662131519275,19435.102040816324,46.43990929704887,0.25,4/4,x,1,1,0
A4,19435.102040816324,19760.18140589569,325.07936507936756,0.25,4/4,x,1,2,0
C♯5,19760.18140589569,19899.50113378685,139.31972789115753,0.25,4/4,x,1,2,0
A4,19899.50113378685,20062.04081632653,162.53968253968196,0.25,4/4,x,1,2,0
E4,20062.04081632653,20224.580498866213,162.53968253968196,0.25,4/4,x,1,2,0
A4,20224.580498866213,20433.560090702947,208.97959183673447,0.25,4/4,x,1,2,0
E5,20433.560090702947,20596.099773242633,162.5396825396856,0.25,4/4,x,1,2,0
A4,20596.099773242633,20781.85941043084,185.7596371882064,0.25,4/4,x,1,2,0
E4,20781.85941043084,20944.39909297052,162.53968253968196,0.25,4/4,x,1,2,0
A4,20944.39909297052,21223.038548752837,278.63945578231505,0.25,4/4,x,1,2,0
E5,21223.038548752837,21408.798185941047,185.75963718821004,0.25,4/4,x,1,2,0
F♯5,21408.798185941047,21594.55782312925,185.75963718820276,0.25,4/4,x,1,2,0
D5,21594.55782312925,21733.87755102041,139.31972789116116,0.25,4/4,x,1,2,0
E5,21733.87755102041,21919.637188208617,185.7596371882064,0.25,4/4,x,1,2,0
C♯5,21919.637188208617,22035.736961451246,116.09977324262945,0.25,4/4,x,1,2,0
D5,22035.736961451246,22198.27664399093,162.53968253968196,0.25,4/4,x,1,2,0
B4,22198.27664399093,22407.256235827663,208.97959183673447,0.25,4/4,x,1,2,0
C♯5,22407.256235827663,22616.2358276644,208.9795918367381,0.25,4/4,x,1,3,0
E5,22616.2358276644,22732.335600907027,116.09977324262582,0.25,4/4,x,1,3,0
F♯5,22732.335600907027,22894.875283446712,162.5396825396856,0.25,4/4,x,1,3,0
D5,22894.875283446712,22987.755102040814,92.87981859410138,0.25,4/4,x,1,3,0
E5,22987.755102040814,23150.2947845805,162.5396825396856,0.25,4/4,x,1,3,0
C♯5,23150.2947845805,23312.834467120185,162.5396825396856,0.25,4/4,x,1,3,0
D5,23312.834467120185,23452.15419501134,139.3197278911539,0.25,4/4,x,1,3,0
B4,23452.15419501134,23707.573696145126,255.41950113378698,0.25,4/4,x,1,3,0
C♯5,23707.573696145126,23846.89342403628,139.3197278911539,0.25,4/4,x,1,3,0
A4,23846.89342403628,23962.993197278913,116.09977324263309,0.25,4/4,x,1,3,0
B4,23962.993197278913,24218.4126984127,255.41950113378698,0.25,4/4,x,1,3,0
C♯5,24218.4126984127,24264.852607709752,46.43990929705251,0.25,4/4,x,1,3,0
D5,24264.852607709752,24380.952380952378,116.09977324262582,0.25,4/4,x,1,3,0
E5,24380.952380952378,24497.05215419501,116.09977324263309,0.25,4/4,x,1,3,0
F♯5,24497.05215419501,24659.591836734693,162.53968253968196,0.25,4/4,x,1,3,0
G♯5,24659.591836734693,24845.351473922903,185.75963718821004,0.25,4/4,x,1,3,0
A5,24845.351473922903,25100.77097505669,255.41950113378698,0.25,4/4,x,1,4,0
E5,25100.77097505669,25216.87074829932,116.09977324262945,0.25,4/4,x,1,4,0
C♯5,25216.87074829932,25356.190476190477,139.31972789115753,0.25,4/4,x,1,4,0
A4,25356.190476190477,25449.07029478458,92.87981859410138,0.25,4/4,x,1,4,0
A5,25449.07029478458,25704.489795918365,255.41950113378698,0.25,4/4,x,1,4,0
E5,25704.489795918365,25820.589569161,116.09977324263309,0.25,4/4,x,1,4,0
C♯5,25820.589569161,25936.689342403628,116.09977324262945,0.25,4/4,x,1,4,0
A4,25936.689342403628,26052.78911564626,116.09977324263309,0.25,4/4,x,1,4,0
A5,26052.78911564626,26726.167800453513,673.3786848072523,0.5,4/4,x,1,4,0
A4,26726.167800453513,27422.766439909297,696.598639455784,0.5,4/4,B,1,4,0
0,27422.766439909297,28096.145124716553,673.3786848072559,1.0,4/4,.,1,4,0
D5,28096.145124716553,28444.44444444444,348.29931972788836,0.25,4/4,x,1,5,0
C♯5,28444.44444444444,28537.32426303855,92.87981859410866,0.25,4/4,x,1,5,0
D5,28537.32426303855,29814.42176870748,1277.0975056689313,1.5,4/4,x,1,5,0
F♯5,29814.42176870748,30093.061224489793,278.6394557823114,0.25,4/4,x,1,5,0
