Note,Onset (ms),Offset (ms),Time_duration (ms),Score_duration,Time-Signature,Voice,Movement,Measure,Repeated
0,0,6501.587301587301,6501.587301587301,0,0,.,x,x,.
G4,6501.587301587301,6803.446712018141,301.8594104308395,0.25,4/4,b,1,1,0
B4,6803.446712018141,6919.546485260771,116.09977324263036,0.25,4/4,x,1,1,0
D5,6919.546485260771,7058.866213151928,139.31972789115662,0.25,4/4,x,1,1,0
B4,7058.866213151928,7221.40589569161,162.53968253968196,0.25,4/4,x,1,1,0
D5,7221.40589569161,7291.065759637188,69.65986394557876,0.25,4/4,x,1,1,0
B4,7291.065759637188,7430.385487528345,139.31972789115662,0.25,4/4,x,1,1,0
D5,7430.385487528345,7523.265306122448,92.8798185941032,0.25,4/4,x,1,1,0
B4,7523.265306122448,7709.024943310657,185.75963718820913,0.25,4/4,x,1,1,0
G4,7709.024943310657,7918.004535147392,208.97959183673447,0.25,4/4,b,1,1,0
C5,7918.004535147392,8010.884353741498,92.87981859410593,0.25,4/4,x,1,1,0
E5,8010.884353741498,8150.2040816326535,139.3197278911557,0.25,4/4,x,1,1,0
C5,8150.2040816326535,8266.303854875285,116.09977324263127,0.25,4/4,x,1,1,0
E5,8266.303854875285,8405.62358276644,139.3197278911557,0.25,4/4,x,1,1,0
C5,8405.62358276644,8452.063492063493,46.43990929705251,0.25,4/4,x,1,1,0
E5,8452.063492063493,8614.603174603175,162.53968253968196,0.25,4/4,x,1,1,0
C5,8614.603174603175,8753.92290249433,139.3197278911557,0.25,4/4,x,1,1,0
G4,8753.92290249433,8893.242630385486,139.3197278911557,0.25,4/4,b,1,2,0
B4,8893.242630385486,9009.342403628118,116.09977324263127,0.25,4/4,x,1,2,0
D5,9009.342403628118,9102.222222222223,92.87981859410502,0.25,4/4,x,1,2,0
B4,9102.222222222223,9241.541950113378,139.3197278911557,0.25,4/4,x,1,2,0
G4,9241.541950113378,9380.861678004536,139.31972789115753,0.25,4/4,B,1,2,0
D5,9380.861678004536,9520.181405895692,139.3197278911557,0.25,4/4,x,1,2,0
G5,9520.181405895692,9636.281179138323,116.09977324263127,0.25,4/4,x,1,2,0
D5,9636.281179138323,9752.380952380954,116.09977324263127,0.25,4/4,x,1,2,0
G4,9752.380952380954,9891.70068027211,139.3197278911557,0.25,4/4,b,1,2,0
B4,9891.70068027211,10007.80045351474,116.09977324262945,0.25,4/4,x,1,2,0
D5,10007.80045351474,10100.680272108842,92.8798185941032,0.25,4/4,x,1,2,0
B4,10100.680272108842,10216.780045351474,116.09977324263127,0.25,4/4,x,1,2,0
G4,10216.780045351474,10356.099773242631,139.31972789115753,0.25,4/4,b,1,2,0
C5,10356.099773242631,10495.419501133787,139.3197278911557,0.25,4/4,x,1,2,0
E5,10495.419501133787,10611.519274376418,116.09977324263127,0.25,4/4,x,1,2,0
C5,10611.519274376418,10727.619047619048,116.09977324262945,0.25,4/4,x,1,2,0
G4,10727.619047619048,10866.938775510205,139.31972789115753,0.25,4/4,b,1,3,0
B4,10866.938775510205,10983.038548752835,116.09977324262945,0.25,4/4,x,1,3,0
D5,10983.038548752835,11052.698412698413,69.65986394557876,0.25,4/4,x,1,3,0
B4,11052.698412698413,11238.45804988662,185.7596371882064,0.25,4/4,x,1,3,0
G4,11238.45804988662,11354.557823129251,116.09977324263127,0.25,4/4,B,1,3,0
D5,11354.557823129251,11470.657596371882,116.09977324263127,0.25,4/4,x,1,3,0
G5,11470.657596371882,11586.757369614512,116.09977324262945,0.25,4/4,x,1,3,0
D5,11586.757369614512,11679.637188208617,92.87981859410502,0.25,4/4,x,1,3,0
G4,11679.637188208617,11842.176870748299,162.53968253968196,0.25,4/4,b,1,3,0
B4,11842.176870748299,11958.27664399093,116.09977324263127,0.25,4/4,x,1,3,0
D5,11958.27664399093,12051.156462585033,92.8798185941032,0.25,4/4,x,1,3,0
B4,12051.156462585033,12167.256235827665,116.09977324263127,0.25,4/4,x,1,3,0
G4,12167.256235827665,12329.795918367347,162.53968253968196,0.25,4/4,b,1,3,0
C5,12329.795918367347,12445.895691609976,116.09977324262945,0.25,4/4,x,1,3,0
E5,12445.895691609976,12608.43537414966,162.53968253968378,0.25,4/4,x,1,3,0
C5,12608.43537414966,12747.755102040817,139.31972789115753,0.25,4/4,x,1,3,0
