Note,Onset (ms),Offset (ms),Time_duration (ms),Score_duration,Time-Signature,Voice,Movement,Measure,Repeated
0,0,1021.6780045351475,1021.6780045351475,0,0,.,x,x,.
F5,1021.6780045351475,1811.156462585034,789.4784580498865,0.375,4/4,x,1,1,0
B♭4,1811.156462585034,2113.0158730158732,301.85941043083926,0.125,4/4,x,1,1,0
G5,2113.0158730158732,3552.6530612244896,1439.6371882086164,0.5,4/4,u,1,2,0
G5,3552.6530612244896,3575.873015873016,23.219954648526254,0.5,4/4,u,1,2,0
E♭4,3575.873015873016,4342.131519274377,766.2585034013609,0.5,4/4,B,1,2,0
G5,4342.131519274377,6037.188208616781,1695.0566893424038,0.5,4/4,u,1,2,0
G5,6037.188208616781,6060.408163265306,23.219954648525345,0.375,4/4,u,1,2,0
E♭5,6060.408163265306,6153.28798185941,92.87981859410411,0.125,4/4,x,1,2,0
F5,6153.28798185941,6849.886621315192,696.5986394557822,0.5,4/4,u,1,2,0
0,6849.886621315192,7592.925170068027,743.0385487528347,0.5,4/4,.,1,2,0
D5,7592.925170068027,8289.52380952381,696.5986394557822,0.375,4/4,x,1,2,0
B♭4,8289.52380952381,8452.063492063493,162.53968253968378,0.125,4/4,x,1,2,0
E♭5,8452.063492063493,9845.260770975055,1393.1972789115625,0.5,4/4,u,1,3,0
E♭5,9845.260770975055,9868.480725623582,23.219954648526254,0.5,4/4,u,1,3,0
F4,9868.480725623582,10657.959183673469,789.4784580498872,0.5,4/4,B,1,3,0
E♭5,10657.959183673469,11517.097505668933,859.1383219954641,0.5,4/4,u,1,3,0
E♭5,11517.097505668933,11540.317460317461,23.219954648528073,0.375,4/4,u,1,3,0
C5,11540.317460317461,11563.537414965987,23.219954648526254,0.125,4/4,x,1,3,0
D5,11563.537414965987,11586.757369614512,23.219954648524435,0.5,4/4,u,1,3,0
0,11586.757369614512,12422.675736961452,835.9183673469397,0.5,4/4,.,1,3,0
D5,12422.675736961452,14651.791383219954,2229.1156462585022,0.375,4/4,u,1,3,0
E♭5,14651.791383219954,14860.77097505669,208.9795918367363,0.125,4/4,u,1,3,0
F♯4,14860.77097505669,15789.569160997733,928.7981859410429,0.5,4/4,B,1,4,0
A5,15789.569160997733,16462.94784580499,673.3786848072559,0.5,4/4,u,1,4,0
D4,16462.94784580499,16997.006802721087,534.0589569160984,0.25,4/4,B,1,4,0
E♭5,16997.006802721087,17391.74603174603,394.7392290249445,0.25,4/4,x,1,4,0
D5,17391.74603174603,17809.7052154195,417.95918367346894,0.25,4/4,x,1,4,0
C5,17809.7052154195,18088.344671201812,278.6394557823114,0.25,4/4,x,1,4,0
B♭4,18088.344671201812,18599.183673469386,510.83900226757396,0.25,4/4,x,1,4,0
G4,18599.183673469386,18901.043083900226,301.8594104308395,0.25,4/4,x,1,4,0
A4,18901.043083900226,19365.442176870747,464.39909297052145,0.25,4/4,x,1,4,0
F♯4,19365.442176870747,19690.52154195011,325.0793650793639,0.25,4/4,x,1,4,0
G4,19690.52154195011,20549.659863945577,859.138321995466,0.5,4/4,x,1,4,0
G5,20549.659863945577,21315.918367346938,766.2585034013609,0.375,4/4,x,1,4,0
B♭5,21315.918367346938,21501.678004535148,185.75963718821004,0.125,4/4,x,1,4,0
C♯5,21501.678004535148,22546.57596371882,1044.8979591836724,0.5,4/4,b,1,5,0
E6,22546.57596371882,23405.714285714286,859.138321995466,0.5,4/4,u,1,5,0
A4,23405.714285714286,23986.213151927437,580.4988662131509,0.25,4/4,B,1,5,0
B♭5,23986.213151927437,24357.732426303854,371.51927437641643,0.25,4/4,x,1,5,0
A5,24357.732426303854,24984.67120181406,626.938775510207,0.25,4/4,x,1,5,0
G5,24984.67120181406,25077.551020408162,92.87981859410138,0.25,4/4,x,1,5,0
F5,25077.551020408162,25495.510204081635,417.9591836734726,0.25,4/4,x,1,5,0
D5,25495.510204081635,25936.689342403628,441.1791383219934,0.25,4/4,x,1,5,0
E5,25936.689342403628,26377.868480725625,441.179138321997,0.25,4/4,x,1,5,0
C♯5,26377.868480725625,26772.607709750566,394.73922902494087,0.25,4/4,x,1,5,0
D5,26772.607709750566,27376.326530612245,603.718820861679,0.25,4/4,x,1,5,0
B4,27376.326530612245,27724.625850340137,348.299319727892,0.25,4/4,x,1,5,0
C5,27724.625850340137,28049.7052154195,325.0793650793639,0.25,4/4,x,1,5,0
D5,28049.7052154195,28467.66439909297,417.95918367346894,0.25,4/4,x,1,5,0
E♭4,28467.66439909297,28908.843537414967,441.179138321997,0.25,4/4,B,1,6,0
F♯5,28908.843537414967,29303.582766439908,394.73922902494087,0.25,4/4,x,1,6,0
G5,29303.582766439908,29628.662131519275,325.07936507936756,0.25,4/4,u,1,6,0
C5,29628.662131519275,30023.401360544216,394.73922902494087,0.25,4/4,x,1,6,0
G4,30023.401360544216,30441.36054421769,417.9591836734726,0.25,4/4,x,1,6,0
D5,30441.36054421769,30882.539682539682,441.1791383219934,0.25,4/4,x,1,6,0
C5,30882.539682539682,31184.39909297052,301.8594104308395,0.25,4/4,x,1,6,0
B4,31184.39909297052,32577.596371882086,1393.1972789115644,0.25,4/4,x,1,6,0
B4,32577.596371882086,32600.816326530614,23.219954648528073,0.5,4/4,x,1,6,0
C5,32600.816326530614,33576.05442176871,975.238095238099,0.5,4/4,x,1,6,0
0,33576.05442176871,34342.31292517007,766.2585034013537,0.5,4/4,.,1,6,0
C5,34342.31292517007,35108.57142857143,766.2585034013609,0.375,4/4,x,1,6,0
E♭5,35108.57142857143,35271.11111111111,162.53968253968196,0.125,4/4,x,1,6,0
A4,35271.11111111111,35921.26984126984,650.1587301587278,0.25,4/4,x,1,7,0
E5,35921.26984126984,36269.56916099774,348.2993197278993,0.25,4/4,x,1,7,0
F5,36269.56916099774,36571.42857142857,301.85941043083585,0.25,4/4,x,1,7,0
G4,36571.42857142857,36966.16780045351,394.73922902494087,0.25,4/4,x,1,7,0
F4,36966.16780045351,37523.44671201814,557.2789115646301,0.25,4/4,B,1,7,0
E♭5,37523.44671201814,37848.5260770975,325.07936507935665,0.25,4/4,x,1,7,0
D5,37848.5260770975,38266.485260770976,417.9591836734762,0.25,4/4,x,1,7,0
C5,38266.485260770976,38568.34467120181,301.85941043083585,0.25,4/4,x,1,7,0
D5,38568.34467120181,39148.84353741497,580.4988662131582,0.25,4/4,x,1,7,0
C5,39148.84353741497,39473.92290249433,325.07936507935665,0.25,4/4,x,1,7,0
B♭4,39473.92290249433,40634.920634920636,1160.997732426309,0.5,4/4,x,1,7,0
0,40634.920634920636,41099.319727891154,464.3990929705178,0.5,4/4,.,1,7,0
F5,41099.319727891154,41865.578231292515,766.2585034013609,0.375,4/4,x,1,7,0
B♭4,41865.578231292515,42144.21768707483,278.63945578231505,0.125,4/4,x,1,7,0
G5,42144.21768707483,42771.15646258503,626.9387755101998,0.25,4/4,u,1,8,0
E♭4,42771.15646258503,43165.89569160998,394.73922902494814,0.25,4/4,B,1,8,0
D4,43165.89569160998,43537.41496598639,371.5192743764128,0.25,4/4,B,1,8,0
F5,43537.41496598639,43885.71428571428,348.299319727892,0.25,4/4,u,1,8,0
